Grid Name,Grid Rows,Grid Columns,Num Of Agents,Num Of Obstacles,Instance Id,A*/SIC Success,A*/SIC Runtime,A*/SIC Solution Cost,A*/SIC Expanded,A*/SIC Generated,A*/SIC Reopened,A*/SIC BPMX boosts,A*/SIC Closed List Hits,A*/SIC Reopened With Old H,A*/SIC H Updated From Other Area,A*/SIC Max expansion delay,A*/SIC Quick Insertions,A*/SIC Quick Insertions Cancelled,A*/SIC Max Group,A*/SIC Solution Depth,
Random Grid,90,227,5,11577,2,1,995.1621,424,105,87185,0,0,8961,0,0,0,105,114,5,0,
Random Grid,90,227,1,11577,0,1,25.8149,208,208,342,0,0,417,0,0,0,208,43,1,0,
Random Grid,90,227,1,11577,1,1,0.235900000000015,43,43,131,0,0,85,0,0,0,43,42,1,0,
Random Grid,90,227,1,11577,2,1,2.23839999999996,204,204,331,0,0,409,0,0,0,203,15,1,0,
Random Grid,90,227,1,11577,3,1,0.783000000000015,185,185,276,0,0,370,0,0,0,185,9,1,0,
Random Grid,90,227,1,11577,4,1,0.737199999999916,211,211,350,0,0,423,0,0,0,211,48,1,0,
Random Grid,90,227,1,11577,5,1,0.827200000000062,215,215,363,0,0,431,0,0,0,215,17,1,0,
Random Grid,90,227,1,11577,6,1,1.0213,197,197,312,0,0,394,0,0,0,196,15,1,0,
Random Grid,90,227,7,11577,0,1,2515022.1629,1263,215,4326514,0,0,215972,0,0,0,215,1903,7,0,
Random Grid,90,227,7,11577,8,1,1722855.987,634,108,2370663,0,0,46998,0,0,0,108,1002,7,0,
Random Grid,90,227,7,11577,2,1,581483.4416,629,107,1595258,0,0,45368,0,0,0,107,189,7,0,
Random Grid,20,20,5,40,0,1,6252.9212,27,78,56291,229,0,100269,0,0,71,11,36,5,2,
Random Grid,20,20,5,40,6,1,119.3319,21,6,10199,0,0,852,0,0,0,6,35,5,0,
Random Grid,20,20,5,40,2,1,160.0928,6,7,9200,0,0,7901,0,0,2,4,4,5,2,
Random Grid,20,20,5,40,0,1,6317.0329,27,78,56291,229,0,100269,0,0,71,11,36,5,2,
Random Grid,20,20,5,40,6,1,115.5354,21,6,10199,0,0,852,0,0,0,6,35,5,0,
Random Grid,20,20,5,40,2,1,162.4275,6,7,9200,0,0,7901,0,0,2,4,4,5,2,
Random Grid,20,20,6,40,0,1,2217.3127,83,17,121974,0,0,2231,0,0,0,17,214,6,0,
Random Grid,20,20,6,40,7,1,1440.8377,51,9,74514,0,0,647,0,0,0,9,68,6,0,
Random Grid,20,20,6,40,2,1,806.1307,32,8,54256,0,0,2001,0,0,0,8,29,6,0,
Random Grid,20,20,6,40,0,1,2191.3785,83,17,121974,0,0,2231,0,0,0,17,214,6,0,
Random Grid,20,20,6,40,7,1,1360.2716,51,9,74514,0,0,647,0,0,0,9,68,6,0,
Random Grid,20,20,6,40,2,1,737.610700000001,32,8,54256,0,0,2001,0,0,0,8,29,6,0,
Random Grid,20,20,6,40,0,1,2182.5579,83,17,121974,0,0,2231,0,0,0,17,214,6,0,
Random Grid,20,20,6,40,7,1,1381.7942,51,9,74514,0,0,647,0,0,0,9,68,6,0,
Random Grid,20,20,6,40,2,1,784.1479,32,8,54256,0,0,2001,0,0,0,8,29,6,0,
,20,20,5,352,0,1,28.0723,1,1,8,0,0,1,0,0,0,0,0,5,0,
Random Grid,20,20,5,352,6,1,0.100799999999992,1,1,8,0,0,1,0,0,0,0,0,5,0,
Random Grid,20,20,5,352,2,1,0.022500000000008,0,0,1,0,0,0,0,0,-1,0,0,5,0,
Random Grid,20,20,5,352,0,1,26.6386,1,1,8,0,0,1,0,0,0,0,0,5,0,
Random Grid,20,20,5,352,6,1,0.080900000000014,1,1,8,0,0,1,0,0,0,0,0,5,0,
Random Grid,20,20,5,352,2,1,0.0387000000000057,0,0,1,0,0,0,0,0,-1,0,0,5,0,
Random Grid,90,114,1,3812,0,1,27.9214,131,131,330,0,0,263,0,0,0,131,56,1,0,
Random Grid,90,114,1,3812,1,1,0.719400000000007,92,92,227,0,0,185,0,0,0,92,36,1,0,
Random Grid,90,114,1,3812,2,1,0.616700000000037,117,117,268,0,0,235,0,0,0,117,41,1,0,
Random Grid,90,114,1,3812,3,1,0.583899999999971,109,109,283,0,0,219,0,0,0,109,70,1,0,
Random Grid,90,114,1,3812,4,1,1.45269999999999,112,112,279,0,0,225,0,0,0,111,40,1,0,
Random Grid,90,114,1,3812,0,1,26.3194,129,129,324,0,0,259,0,0,0,129,56,1,0,
Random Grid,90,114,1,3812,1,1,0.808300000000003,99,99,248,0,0,199,0,0,0,99,36,1,0,
Random Grid,90,114,1,3812,2,1,0.600900000000024,118,118,271,0,0,237,0,0,0,118,41,1,0,
Random Grid,90,114,1,3812,3,1,0.590199999999982,105,105,271,0,0,211,0,0,0,105,66,1,0,
Random Grid,90,114,1,3812,4,1,1.5206,114,114,285,0,0,229,0,0,0,113,40,1,0,
Random Grid,90,114,1,3812,0,1,30.04,129,129,324,0,0,259,0,0,0,129,56,1,0,
Random Grid,90,114,1,3812,1,1,0.719399999999979,99,99,248,0,0,199,0,0,0,99,36,1,0,
Random Grid,90,114,1,3812,2,1,0.644300000000044,118,118,271,0,0,237,0,0,0,118,41,1,0,
Random Grid,90,114,1,3812,3,1,0.884200000000021,105,105,271,0,0,211,0,0,0,105,66,1,0,
Random Grid,90,114,1,3812,4,1,1.762,114,114,285,0,0,229,0,0,0,113,40,1,0,
Random Grid,90,114,1,3812,0,1,26.2515,129,129,324,0,0,259,0,0,0,129,56,1,0,
Random Grid,90,114,1,3812,1,1,0.47999999999999,99,99,248,0,0,199,0,0,0,99,36,1,0,
Random Grid,90,114,1,3812,2,1,0.569299999999998,118,118,271,0,0,237,0,0,0,118,41,1,0,
Random Grid,90,114,1,3812,3,1,0.447199999999953,105,105,271,0,0,211,0,0,0,105,66,1,0,
Random Grid,20,20,1,40,0,1,26.0737,9,9,23,0,0,18,0,0,0,8,0,1,0,
Random Grid,20,20,1,40,1,1,0.101600000000005,7,7,17,0,0,14,0,0,0,7,3,1,0,
Random Grid,20,20,1,40,2,1,0.0632999999999981,4,4,10,0,0,8,0,0,0,4,1,1,0,
Random Grid,20,20,1,40,3,1,0.0383000000000067,3,3,10,0,0,5,0,0,0,3,4,1,0,
Random Grid,20,20,1,40,4,1,0.0545999999999935,2,2,8,0,0,3,0,0,0,1,0,1,0,
Random Grid,20,20,5,40,0,1,6357.0551,27,78,56291,229,0,100269,0,0,71,11,36,5,2,
Random Grid,20,20,5,40,6,1,165.258199999999,14,5,9882,0,0,1119,0,0,0,5,18,5,0,
Random Grid,20,20,5,40,2,1,429.8665,13,13,17549,75,0,10572,0,0,7,7,11,5,2,
Random Grid,20,20,1,40,0,1,27.5757,12,12,29,0,0,25,0,0,0,12,7,1,0,
Random Grid,20,20,1,40,1,1,0.146599999999992,17,17,44,0,0,34,0,0,0,17,3,1,0,
Random Grid,20,20,1,40,2,1,0.046999999999997,6,6,18,0,0,11,0,0,0,6,10,1,0,
Random Grid,20,20,1,40,3,1,0.764399999999995,17,17,44,0,0,34,0,0,0,16,8,1,0,
Random Grid,20,20,1,40,4,1,0.0896999999999935,14,14,39,0,0,29,0,0,0,13,9,1,0,
Random Grid,20,20,1,40,5,1,0.0952000000000055,17,17,44,0,0,35,0,0,0,16,6,1,0,
Random Grid,20,20,6,40,0,1,2161.2704,83,17,121974,0,0,2231,0,0,0,17,214,6,0,
Random Grid,20,20,6,40,7,1,14341.6777,43,35,198921,1994,0,103787,0,0,26,20,73,6,0,
Random Grid,20,20,1,40,0,1,25.9852,12,12,29,0,0,25,0,0,0,12,7,1,0,
Random Grid,20,20,1,40,1,1,0.259500000000003,17,17,44,0,0,34,0,0,0,17,3,1,0,
Random Grid,20,20,1,40,2,1,0.0702999999999889,6,6,18,0,0,11,0,0,0,6,10,1,0,
Random Grid,20,20,1,40,3,1,1.18040000000001,17,17,44,0,0,34,0,0,0,16,8,1,0,
Random Grid,20,20,1,40,4,1,0.0952000000000055,14,14,39,0,0,29,0,0,0,13,9,1,0,
Random Grid,20,20,1,40,5,1,0.144199999999984,17,17,44,0,0,35,0,0,0,16,6,1,0,
Random Grid,20,20,6,40,0,1,2285.4581,83,17,121974,0,0,2231,0,0,0,17,214,6,0,
Random Grid,20,20,6,40,7,1,14343.4203,43,35,198921,1994,0,103787,0,0,26,20,73,6,0,
Random Grid,20,20,6,40,2,1,844.830399999999,40,8,59197,0,0,818,0,0,0,8,44,6,0,
,50,50,4,250,0,1,300.6533,187,62,24994,0,0,2773,0,0,0,62,264,4,0,
Random Grid,50,50,4,250,5,1,89.3112,119,31,13962,0,0,569,0,0,0,31,212,4,0,
Random Grid,50,50,4,250,2,1,66.3936,68,31,9324,0,0,1757,0,0,0,31,26,4,0,
Random Grid,50,50,5,250,0,1,4310.1186,206,68,134720,0,0,23191,0,0,1,68,290,5,0,
Random Grid,50,50,5,250,6,1,731.8962,146,34,68920,0,0,2491,0,0,0,34,204,5,0,
Random Grid,50,50,5,250,2,1,1836.6294,60,36,53475,600,0,22501,0,0,3,35,27,5,0,
Random Grid,50,50,6,250,0,1,48829.7107,202,55,422604,0,0,86447,0,0,0,55,212,6,0,
Random Grid,50,50,6,250,7,1,16260.6944,156,28,257404,0,0,2822,0,0,0,28,130,6,0,
Random Grid,50,50,6,250,2,1,21632.2261,46,33,237075,10000,0,155176,0,0,6,32,35,6,0,
,50,50,6,250,0,1,32431.8008,176,52,488020,0,0,85681,0,0,0,52,278,6,0,
Random Grid,50,50,6,250,7,1,11746.4076,134,26,294395,0,0,6981,0,0,0,26,231,6,0,
Random Grid,50,50,6,250,2,1,34367.6648,42,26,236950,0,0,118551,0,0,0,26,20,6,0,
,50,50,6,250,0,1,20734.2298,201,56,512185,0,0,61211,0,0,0,56,222,6,0,
Random Grid,50,50,6,250,7,1,9423.0129,146,28,287885,0,0,5011,0,0,0,28,206,6,0,
Random Grid,50,50,6,250,2,1,11185.003,55,28,225800,0,0,57201,0,0,0,28,45,6,0,
,50,50,6,250,0,1,11495.216,174,39,407809,0,0,23017,0,0,0,39,409,6,0,
Random Grid,50,50,6,250,7,1,4706.6628,115,20,215204,0,0,1622,0,0,0,20,192,6,0,
Random Grid,50,50,6,250,2,1,6129.0552,59,19,191640,0,0,21986,0,0,0,19,93,6,0,
Random Grid,50,50,1,250,0,1,30.3605,27,27,68,0,0,57,0,0,0,27,14,1,0,
Random Grid,50,50,1,250,1,1,0.222800000000007,39,39,101,0,0,81,0,0,0,39,22,1,0,
Random Grid,50,50,1,250,2,1,1.00659999999999,26,26,68,0,0,54,0,0,0,25,17,1,0,
Random Grid,50,50,1,250,3,1,0.0876999999999839,15,15,43,0,0,30,0,0,0,15,7,1,0,
Random Grid,50,50,1,250,4,1,0.279300000000006,38,38,108,0,0,76,0,0,0,38,27,1,0,
Random Grid,50,50,1,250,5,1,0.204300000000018,29,29,79,0,0,59,0,0,0,29,12,1,0,
Random Grid,50,50,6,250,0,1,12156.171,174,39,407809,0,0,23017,0,0,0,39,409,6,0,
Random Grid,50,50,6,250,7,1,4851.4652,89,20,194152,0,0,9174,0,0,0,20,81,6,0,
Random Grid,50,50,6,250,2,1,5165.6983,85,19,193437,0,0,8814,0,0,0,19,175,6,0,
Random Grid,251,211,1,25726,0,1,38.6785,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.10890000000001,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.10619999999994,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.7604,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.939799999999991,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,1,25726,0,1,39.6448,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.28120000000001,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.09870000000001,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.25750000000005,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1696.9914,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,538.9224,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,725.810300000001,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,32.7288,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.6395,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.983699999999999,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.12430000000006,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1573.6555,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,529.5452,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,696.9985,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.1394,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.93619999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.02629999999999,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.20420000000001,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1517.3766,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,509.1901,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,2,1,654.3278,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.9504,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.19980000000004,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.821299999999951,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.04999999999995,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,0.875800000000027,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,1,25726,0,1,28.015,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,2.06230000000005,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.910199999999918,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.27410000000009,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1405.6303,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,509.6437,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,659.1282,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,28.7834,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.13259999999997,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.917400000000043,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.03390000000002,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1179.7308,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,495.0121,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,570.6115,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,38.1547,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.60630000000003,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.26300000000003,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.14059999999995,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,1,25726,4,1,1.14290000000005,164,164,477,0,0,329,0,0,0,163,106,1,0,
Random Grid,251,211,1,25726,5,1,1.0342999999998,133,133,400,0,0,266,0,0,0,133,41,1,0,
Random Grid,251,211,6,25726,0,1,911342.6278,1221,284,3529906,0,0,430095,0,0,0,284,3540,6,0,
Random Grid,251,211,6,25726,7,1,194740.0199,612,142,1836817,0,0,211934,0,0,0,142,526,6,0,
Random Grid,251,211,6,25726,8,1,271639.5743,609,142,1541239,0,0,211412,0,0,0,142,1126,6,0,
Random Grid,251,211,1,25726,0,1,28.2418,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.10059999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.07460000000003,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.57389999999998,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1455.5299,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,484.3614,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,538.7682,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,32.2054,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.17850000000004,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.37360000000001,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,3,25726,0,1,235.3521,701,284,27362,0,0,5174,0,0,0,284,728,3,0,
Random Grid,251,211,3,25726,4,1,113.0663,351,142,14092,0,0,2559,0,0,0,142,117,3,0,
Random Grid,251,211,3,25726,5,1,121.2583,350,142,11931,0,0,2570,0,0,0,142,295,3,0,
Random Grid,251,211,1,25726,0,1,29.218,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.36689999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,2,25726,0,1,16.4619,508,284,5050,0,0,1512,0,0,0,284,303,2,0,
Random Grid,251,211,2,25726,3,1,5.67349999999999,254,142,2580,0,0,751,0,0,0,142,111,2,0,
Random Grid,251,211,2,25726,4,1,4.50920000000008,254,142,2357,0,0,762,0,0,0,142,112,2,0,
Random Grid,251,211,1,25726,0,1,32.1517,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.54830000000004,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,2,25726,0,1,16.3136,508,284,5050,0,0,1512,0,0,0,284,303,2,0,
Random Grid,251,211,2,25726,3,1,5.27959999999996,254,142,2580,0,0,751,0,0,0,142,111,2,0,
Random Grid,251,211,2,25726,4,1,4.48590000000002,254,142,2357,0,0,762,0,0,0,142,112,2,0,
Random Grid,251,211,1,25726,0,1,28.0589,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.08760000000001,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.10259999999994,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.62800000000004,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1600.434,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,438.3105,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,513.4054,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.0817,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.85790000000003,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.09910000000002,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,0.98090000000002,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1191.4577,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,415.8472,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,546.9387,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,36.3346,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.69439999999997,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,0.881000000000085,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.0856,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1255.6785,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,415.4088,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,535.6205,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,31.4501,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.10769999999997,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.15509999999995,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.16270000000009,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1172.8964,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,406.6933,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,512.9325,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,33.3219,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.22790000000003,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.01250000000005,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,0.956000000000017,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1310.9907,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,433.5473,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,548.5288,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,32.448,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.79430000000002,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.14840000000004,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.56010000000003,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1615.2089,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,501.2861,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,556.4079,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,251,211,1,25726,0,1,47.559,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.34399999999999,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.34170000000006,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,3,25726,0,1,334.5307,701,284,27362,0,0,5174,0,0,0,284,728,3,0,
Random Grid,251,211,3,25726,4,1,157.551,351,142,14092,0,0,2559,0,0,0,142,117,3,0,
Random Grid,251,211,3,25726,5,1,200.184,350,142,11931,0,0,2570,0,0,0,142,295,3,0,
Random Grid,251,211,1,25726,0,1,34.5662,284,284,784,0,0,575,0,0,0,283,86,1,0,
Random Grid,251,211,1,25726,1,1,1.17419999999998,224,224,615,0,0,460,0,0,0,223,177,1,0,
Random Grid,251,211,1,25726,2,1,1.60469999999998,193,193,566,0,0,389,0,0,0,193,178,1,0,
Random Grid,251,211,1,25726,3,1,1.2595,223,223,643,0,0,453,0,0,0,223,136,1,0,
Random Grid,251,211,4,25726,0,1,1618.924,924,284,140969,0,0,19307,0,0,0,284,1426,4,0,
Random Grid,251,211,4,25726,5,1,629.179,463,142,73716,0,0,9535,0,0,0,142,121,4,0,
Random Grid,251,211,4,25726,6,1,687.2723,461,142,61041,0,0,9530,0,0,0,142,650,4,0,
Random Grid,50,50,10,500,0,1,5628.1603,262,9215,10058,0,0,241776,0,0,9177,6442,3359,9215,10,0,
Random Grid,50,50,10,500,11,1,338.130700000001,181,1064,1631,0,0,14914,0,0,1045,688,686,1064,10,0,
Random Grid,50,50,10,500,12,1,3.47819999999956,81,19,90,0,0,0,0,0,0,18,67,19,10,0,
Random Grid,50,50,10,500,0,1,5198.3595,262,9215,10058,0,0,241776,0,0,9177,6442,3359,9215,10,0,
Random Grid,50,50,10,500,11,1,330.381899999999,181,1064,1631,0,0,14914,0,0,1045,688,686,1064,10,0,
Random Grid,50,50,10,500,12,1,1.96460000000025,81,19,90,0,0,0,0,0,0,18,67,19,10,0,
Random Grid,50,50,1,500,0,1,34.8543,28,28,43,0,0,0,0,0,0,27,13,28,1,0,
Random Grid,50,50,1,500,1,1,0.120900000000006,13,13,18,0,0,0,0,0,0,12,3,13,1,0,
Random Grid,50,50,1,500,2,1,1.76560000000001,35,35,53,0,0,0,0,0,0,34,17,35,1,0,
Random Grid,50,50,1,500,3,1,0.16040000000001,38,38,48,0,0,0,0,0,0,37,9,38,1,0,
Random Grid,50,50,1,500,4,1,0.140299999999996,23,23,37,0,0,0,0,0,0,22,12,23,1,0,
Random Grid,50,50,1,500,5,1,0.113400000000013,22,22,29,0,0,0,0,0,0,21,5,22,1,0,
Random Grid,50,50,1,500,6,1,0.143799999999999,31,31,44,0,0,0,0,0,0,30,11,31,1,0,
Random Grid,50,50,1,500,7,1,0.1995,31,31,50,0,0,0,0,0,0,30,17,31,1,0,
Random Grid,50,50,1,500,8,1,0.122900000000016,25,25,33,0,0,0,0,0,0,24,6,25,1,0,
Random Grid,50,50,1,500,9,1,0.0964000000000169,16,16,24,0,0,0,0,0,0,15,6,16,1,0,
Random Grid,50,50,10,500,0,1,5199.7774,262,9215,10058,0,0,241776,0,0,9177,6442,3359,9215,10,0,
Random Grid,50,50,10,500,11,1,4.59500000000025,134,19,376,0,0,0,0,0,0,18,101,19,10,0,
Random Grid,50,50,10,500,12,1,3.8131999999996,128,19,284,0,0,0,0,0,0,18,233,19,10,0,
Random Grid,50,50,1,500,0,1,37.4755,28,28,43,0,0,0,0,0,0,27,13,28,1,0,
Random Grid,50,50,1,500,1,1,0.15209999999999,13,13,18,0,0,0,0,0,0,12,3,13,1,0,
Random Grid,50,50,1,500,2,1,2.0883,35,35,53,0,0,0,0,0,0,34,17,35,1,0,
Random Grid,50,50,1,500,3,1,0.242999999999995,38,38,48,0,0,0,0,0,0,37,9,38,1,0,
